assetId,route,pageId,slot,family,status,publicUseAllowed,note
NSA-c8f16606-762250,/services/custom-software-development/custom-software-cost,SRV-002-2,hero-media,ai-application,production-candidate,True,
NSA-f763f9af-45323,/services/custom-software-development/software-requirements,SRV-002-3,hero-media,ai-application,production-candidate,True,
NSA-7dac4fb5-608828,/services/digital-product-design,SRV-003,hero-media,ai-application,production-candidate,True,
NSA-df5f0482-1047210,/services/digital-product-design/product-discovery,SRV-003-1,hero-media,ai-application,production-candidate,True,
NSA-71913fd1-178551,/services/digital-product-design/ux-research,SRV-003-2,hero-media,ai-application,production-candidate,True,
NSA-25d33ae6-41118,/services/digital-product-design/digital-product-strategy,SRV-003-3,hero-media,ai-application,production-candidate,True,
NSA-0b7d8ffc-103136,/services/ecommerce-unified-commerce/ecommerce-platform-selection,SRV-005-2,hero-media,ai-application,production-candidate,True,
NSA-38f06dae-264632,/services/pos-retail-inventory,SRV-006,hero-media,ai-application,production-candidate,True,
NSA-ef3e4095-58943,/services/pos-retail-inventory/pos-system,SRV-006-1,hero-media,ai-application,production-candidate,True,
NSA-c5574076-1163573,/services/pos-retail-inventory/offline-pos-system,SRV-006-2,hero-media,ai-application,production-candidate,True,
NSA-713c71b4-2369172,/services/pos-retail-inventory/inventory-accuracy,SRV-006-3,hero-media,ai-application,production-candidate,True,
NSA-ac3390be-1635146,/services/product-operations,SRV-010,hero-media,ai-application,production-candidate,True,
NSA-0a891259-1561965,/services/product-operations/product-operations,SRV-010-1,hero-media,ai-application,production-candidate,True,
NSA-85a507f9-173452,/services/product-operations/product-backlog-management,SRV-010-2,hero-media,ai-application,production-candidate,True,
NSA-ac228253-85353,/services/product-operations/release-management,SRV-010-3,hero-media,ai-application,production-candidate,True,
NSA-16339986-169754,/services/supply-chain-procurement-operations,SRV-011,hero-media,ai-application,production-candidate,True,
NSA-1b341419-98964,/services/supply-chain-procurement-operations/procurement-outsourcing,SRV-011-1,hero-media,ai-application,production-candidate,True,
NSA-9ef0a477-629116,/services/supply-chain-procurement-operations/supplier-onboarding,SRV-011-2,hero-media,ai-application,production-candidate,True,
NSA-9e7319a6-614152,/services/supply-chain-procurement-operations/purchase-order-management,SRV-011-3,hero-media,ai-application,production-candidate,True,
NSA-16bb5e10-534140,/solutions/ai-and-automation-for-growing-businesses,SOL-001,hero-media,ai-application,production-candidate,True,
NSA-69c66af5-400647,/solutions/ai-and-automation-transformation-and-managed-delivery,SOL-002,hero-media,ai-application,production-candidate,True,
NSA-caa0bb57-661210,/solutions/custom-software-for-growing-businesses,SOL-003,hero-media,ai-application,production-candidate,True,
NSA-42d5ab64-854725,/solutions/custom-software-transformation-and-managed-delivery,SOL-004,hero-media,ai-application,production-candidate,True,
NSA-8e1776e4-751699,/solutions/digital-product-design-for-growing-businesses,SOL-005,hero-media,ai-application,production-candidate,True,
NSA-1dbaf792-4534526,/services/seo-digital-growth,SRV-013,background-media,ai-keyword-generator,production-candidate,True,
NSA-0020ca40-3545625,/services/seo-digital-growth/technical-seo,SRV-013-1,background-media,ai-keyword-generator,production-candidate,True,
NSA-67675d43-5690,/services/seo-digital-growth/b2b-seo,SRV-013-2,component-icon,ai-keyword-generator,production-candidate,True,
NSA-e0116408-7236,/services/seo-digital-growth/international-seo,SRV-013-3,component-icon,ai-keyword-generator,production-candidate,True,
NSA-be2e046d-3187,/solutions/seo-and-digital-growth-for-growing-businesses,SOL-025,component-icon,ai-keyword-generator,production-candidate,True,
NSA-ad17eb96-4868,/solutions/seo-and-digital-growth-transformation-and-managed-delivery,SOL-026,component-icon,ai-keyword-generator,production-candidate,True,
NSA-caf17209-3777,/insights,INS-0000,component-icon,ai-keyword-generator,production-candidate,True,
NSA-3eb82fa6-3450,/insights/ai-and-automation,INSH-01,component-icon,ai-keyword-generator,production-candidate,True,
NSA-7396d066-6288,/insights/custom-software,INSH-02,component-icon,ai-keyword-generator,production-candidate,True,
NSA-5b9b3424-4690,/insights/digital-product-design,INSH-03,component-icon,ai-keyword-generator,production-candidate,True,
NSA-afad9d42-6446,/insights/web-and-digital-experiences,INSH-04,component-icon,ai-keyword-generator,production-candidate,True,
NSA-d9d64586-11994,/insights/ecommerce-and-unified-commerce,INSH-05,component-icon,ai-keyword-generator,production-candidate,True,
NSA-ce093106-1105,/insights/pos-retail-and-inventory,INSH-06,template-logo-reference,ai-keyword-generator,replace-before-launch,False,Must be replaced with verified real evidence before launch.
NSA-9edb7e57-7863,/insights/managed-business-operations,INSH-07,template-logo-reference,ai-keyword-generator,replace-before-launch,False,Must be replaced with verified real evidence before launch.
NSA-886c5bb7-4989,/insights/finance-operations,INSH-08,template-logo-reference,ai-keyword-generator,replace-before-launch,False,Must be replaced with verified real evidence before launch.
NSA-f997ea69-13434,/insights/customer-experience-operations,INSH-09,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-c9b2cc37-9053,/insights/product-operations,INSH-10,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-949d40bb-8404,/insights/supply-chain-and-procurement,INSH-11,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-f4f06687-637378,/insights/data-and-analytics,INSH-12,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-07779446-802373,/insights/seo-and-digital-growth,INSH-13,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-b125fe5b-930912,/insights/cloud-integration-and-it-operations,INSH-14,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-17e8a689-563458,/insights/business-transformation-and-strategy,INSH-15,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-6f7b86c8-983856,/ai-workflow-automation-a-practical-guide-for-operations-leaders,INS-0001,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-a562336f-767458,/how-to-implement-ai-workflow-automation-without-disrupting-operations,INS-0002,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-2d99a2fc-1160863,/ai-workflow-automation-implementation-checklist-people-process-technology-and-controls,INS-0003,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-54c12e85-96014,/10-ai-workflow-automation-mistakes-that-increase-cost-risk-and-rework,INS-0004,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-e3e83eb2-42061,/how-to-measure-the-roi-of-ai-workflow-automation,INS-0005,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-455dff5d-96929,/ai-workflow-automation-in-house-team-vs-managed-service,INS-0006,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-2886a3d8-90790,/ai-workflow-automation-roadmap-from-assessment-to-continuous-improvement,INS-0007,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-924d10da-1030370,/ai-workflow-automation-use-cases-for-retail-services-and-software-businesses,INS-0008,editorial-avatar,ai-keyword-generator,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-8a5bc248-674180,/where-ai-and-automation-fit-into-ai-workflow-automation,INS-0009,hero-media,ai-keyword-generator,production-candidate,True,
NSA-7ea72e3c-52318,/when-should-a-business-invest-in-ai-workflow-automation,INS-0010,hero-media,ai-keyword-generator,production-candidate,True,
NSA-5dbaab58-1199386,/business-process-automation-a-practical-guide-for-operations-leaders,INS-0011,hero-media,ai-keyword-generator,production-candidate,True,
NSA-b0dac431-2283543,/how-to-implement-business-process-automation-without-disrupting-operations,INS-0012,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a259a929-1056218,/business-process-automation-implementation-checklist-people-process-technology-and-controls,INS-0013,hero-media,ai-keyword-generator,production-candidate,True,
NSA-b1b89f94-78728,/10-business-process-automation-mistakes-that-increase-cost-risk-and-rework,INS-0014,icon-illustration,ai-keyword-generator,production-candidate,True,
NSA-4437e999-168697,/how-to-measure-the-roi-of-business-process-automation,INS-0015,hero-media,ai-keyword-generator,production-candidate,True,
NSA-678bf454-110526,/business-process-automation-in-house-team-vs-managed-service,INS-0016,hero-media,ai-keyword-generator,production-candidate,True,
NSA-193535df-68984,/business-process-automation-roadmap-from-assessment-to-continuous-improvement,INS-0017,hero-media,ai-keyword-generator,production-candidate,True,
NSA-e9d10f9a-147829,/business-process-automation-use-cases-for-retail-services-and-software-businesses,INS-0018,hero-media,ai-keyword-generator,production-candidate,True,
NSA-e7b878ce-111279,/where-ai-and-automation-fit-into-business-process-automation,INS-0019,hero-media,ai-keyword-generator,production-candidate,True,
NSA-0d480827-379333,/when-should-a-business-invest-in-business-process-automation,INS-0020,icon-illustration,ai-keyword-generator,production-candidate,True,
NSA-98dacb3c-903,/document-processing-automation-a-practical-guide-for-operations-leaders,INS-0021,icon-illustration,ai-keyword-generator,production-candidate,True,
NSA-b0426185-1173,/how-to-implement-document-processing-automation-without-disrupting-operations,INS-0022,icon-illustration,ai-keyword-generator,production-candidate,True,
NSA-926e01de-1192894,/document-processing-automation-implementation-checklist-people-process-technology-and-controls,INS-0023,hero-media,ai-keyword-generator,production-candidate,True,
NSA-4830f346-369730,/10-document-processing-automation-mistakes-that-increase-cost-risk-and-rework,INS-0024,hero-media,ai-keyword-generator,production-candidate,True,
NSA-1db10631-212412,/how-to-measure-the-roi-of-document-processing-automation,INS-0025,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a47f99a9-1096294,/document-processing-automation-in-house-team-vs-managed-service,INS-0026,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a793bac1-717725,/document-processing-automation-roadmap-from-assessment-to-continuous-improvement,INS-0027,hero-media,ai-keyword-generator,production-candidate,True,
NSA-36283445-695851,/document-processing-automation-use-cases-for-retail-services-and-software-businesses,INS-0028,hero-media,ai-keyword-generator,production-candidate,True,
NSA-5f7e4cca-609683,/where-ai-and-automation-fit-into-document-processing-automation,INS-0029,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a5359985-778679,/when-should-a-business-invest-in-document-processing-automation,INS-0030,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a32e93ea-4742683,/customer-service-automation-a-practical-guide-for-operations-leaders,INS-0031,hero-media,ai-keyword-generator,production-candidate,True,
NSA-14d17486-700461,/how-to-implement-customer-service-automation-without-disrupting-operations,INS-0032,hero-media,ai-keyword-generator,production-candidate,True,
NSA-dcd7b59d-445804,/customer-service-automation-implementation-checklist-people-process-technology-and-controls,INS-0033,hero-media,ai-keyword-generator,production-candidate,True,
NSA-31e424b4-726452,/10-customer-service-automation-mistakes-that-increase-cost-risk-and-rework,INS-0034,hero-media,ai-keyword-generator,production-candidate,True,
NSA-fb8114e4-381746,/how-to-measure-the-roi-of-customer-service-automation,INS-0035,hero-media,ai-keyword-generator,production-candidate,True,
NSA-a934c9c4-707265,/customer-service-automation-in-house-team-vs-managed-service,INS-0036,hero-media,ai-keyword-generator,production-candidate,True,
NSA-00417691-513699,/customer-service-automation-roadmap-from-assessment-to-continuous-improvement,INS-0037,hero-media,ai-keyword-generator,production-candidate,True,
NSA-2e19904e-340235,/customer-service-automation-use-cases-for-retail-services-and-software-businesses,INS-0038,hero-media,ai-keyword-generator,production-candidate,True,
NSA-8e943627-646610,/where-ai-and-automation-fit-into-customer-service-automation,INS-0039,hero-media,ai-keyword-generator,production-candidate,True,
NSA-1cb11718-735651,/when-should-a-business-invest-in-customer-service-automation,INS-0040,hero-media,ai-keyword-generator,production-candidate,True,
NSA-375778bb-374962,/sales-automation-a-practical-guide-for-operations-leaders,INS-0041,hero-media,ai-keyword-generator,production-candidate,True,
NSA-acac6742-703687,/how-to-implement-sales-automation-without-disrupting-operations,INS-0042,hero-media,ai-keyword-generator,production-candidate,True,
NSA-969d33ab-796805,/sales-automation-implementation-checklist-people-process-technology-and-controls,INS-0043,hero-media,ai-keyword-generator,production-candidate,True,
NSA-6b90abc5-574538,/10-sales-automation-mistakes-that-increase-cost-risk-and-rework,INS-0044,hero-media,ai-keyword-generator,production-candidate,True,
NSA-b2a27b5d-897506,/how-to-measure-the-roi-of-sales-automation,INS-0045,hero-media,ai-keyword-generator,production-candidate,True,
NSA-e5023889-815101,/sales-automation-in-house-team-vs-managed-service,INS-0046,hero-media,ai-keyword-generator,production-candidate,True,
NSA-9d0ae86f-76632,/sales-automation-roadmap-from-assessment-to-continuous-improvement,INS-0047,hero-media,ai-keyword-generator,production-candidate,True,
NSA-2cbedb9c-282890,/sales-automation-use-cases-for-retail-services-and-software-businesses,INS-0048,hero-media,ai-keyword-generator,production-candidate,True,
NSA-d3e9a095-315568,/where-ai-and-automation-fit-into-sales-automation,INS-0049,hero-media,ai-keyword-generator,production-candidate,True,
NSA-59d3adcb-223191,/when-should-a-business-invest-in-sales-automation,INS-0050,hero-media,ai-keyword-generator,production-candidate,True,
NSA-752ca7c0-2316548,/finance-automation-a-practical-guide-for-operations-leaders,INS-0051,hero-media,ai-keyword-generator,production-candidate,True,
NSA-11821574-1273,/how-to-implement-finance-automation-without-disrupting-operations,INS-0052,template-logo-reference,ai-keyword-generator,replace-before-launch,False,Must be replaced with verified real evidence before launch.
NSA-359a7ca9-427958,/services/customer-experience-operations,SRV-009,hero-media,ai-marketing,production-candidate,True,
NSA-6e521529-889927,/services/customer-experience-operations/customer-support-outsourcing,SRV-009-1,background-media,ai-marketing,production-candidate,True,
NSA-3ed9d460-4884584,/services/customer-experience-operations/omnichannel-customer-service,SRV-009-2,background-media,ai-marketing,production-candidate,True,
NSA-a7554b08-7885946,/services/customer-experience-operations/customer-service-ticketing,SRV-009-3,background-media,ai-marketing,production-candidate,True,
NSA-3868d059-4879936,/services/seo-digital-growth,SRV-013,background-media,ai-marketing,production-candidate,True,
NSA-eed1d923-5700,/services/seo-digital-growth/technical-seo,SRV-013-1,component-icon,ai-marketing,production-candidate,True,
NSA-ccaffbd6-2787,/services/seo-digital-growth/b2b-seo,SRV-013-2,component-icon,ai-marketing,production-candidate,True,
NSA-012f351c-4278,/services/seo-digital-growth/international-seo,SRV-013-3,component-icon,ai-marketing,production-candidate,True,
NSA-8eaa5da5-7252,/solutions/customer-experience-operations-for-growing-businesses,SOL-017,component-icon,ai-marketing,production-candidate,True,
NSA-757fb024-821,/solutions/customer-experience-operations-transformation-and-managed-delivery,SOL-018,component-icon,ai-marketing,production-candidate,True,
NSA-e151770b-1508,/solutions/seo-and-digital-growth-for-growing-businesses,SOL-025,component-icon,ai-marketing,production-candidate,True,
NSA-3b1fd809-1605,/solutions/seo-and-digital-growth-transformation-and-managed-delivery,SOL-026,component-icon,ai-marketing,production-candidate,True,
NSA-c5943a0e-1183,/insights/customer-experience-operations,INSH-09,component-icon,ai-marketing,production-candidate,True,
NSA-62b92385-4880,/insights/seo-and-digital-growth,INSH-13,component-icon,ai-marketing,production-candidate,True,
NSA-669eae8f-1012,/customer-service-automation-a-practical-guide-for-operations-leaders,INS-0031,component-icon,ai-marketing,production-candidate,True,
NSA-d911e719-3779,/how-to-implement-customer-service-automation-without-disrupting-operations,INS-0032,component-icon,ai-marketing,production-candidate,True,
NSA-afd30220-3632,/customer-service-automation-implementation-checklist-people-process-technology-and-controls,INS-0033,component-icon,ai-marketing,production-candidate,True,
NSA-d54f1b09-2901,/10-customer-service-automation-mistakes-that-increase-cost-risk-and-rework,INS-0034,component-icon,ai-marketing,production-candidate,True,
NSA-36e8f1d1-1961,/how-to-measure-the-roi-of-customer-service-automation,INS-0035,component-icon,ai-marketing,production-candidate,True,
NSA-4809a72a-3450,/customer-service-automation-in-house-team-vs-managed-service,INS-0036,component-icon,ai-marketing,production-candidate,True,
NSA-60169c71-3818,/customer-service-automation-roadmap-from-assessment-to-continuous-improvement,INS-0037,component-icon,ai-marketing,production-candidate,True,
NSA-2e41b80e-6290,/customer-service-automation-use-cases-for-retail-services-and-software-businesses,INS-0038,component-icon,ai-marketing,production-candidate,True,
NSA-33132d0d-1549,/where-ai-and-automation-fit-into-customer-service-automation,INS-0039,component-icon,ai-marketing,production-candidate,True,
NSA-76e86b8d-4093,/when-should-a-business-invest-in-customer-service-automation,INS-0040,component-icon,ai-marketing,production-candidate,True,
NSA-b56d1a79-1991,/customer-support-outsourcing-a-practical-guide-for-cx-teams,INS-0801,component-icon,ai-marketing,production-candidate,True,
NSA-db9ddd68-1053,/how-to-implement-customer-support-outsourcing-without-disrupting-operations,INS-0802,component-icon,ai-marketing,production-candidate,True,
NSA-8420777a-4702,/customer-support-outsourcing-implementation-checklist-people-process-technology-and-controls,INS-0803,component-icon,ai-marketing,production-candidate,True,
NSA-469b8edf-6448,/10-customer-support-outsourcing-mistakes-that-increase-cost-risk-and-rework,INS-0804,component-icon,ai-marketing,production-candidate,True,
NSA-ce6c3efe-11996,/how-to-measure-the-roi-of-customer-support-outsourcing,INS-0805,component-icon,ai-marketing,production-candidate,True,
NSA-d27c7fab-3425,/customer-support-outsourcing-in-house-team-vs-managed-service,INS-0806,component-icon,ai-marketing,production-candidate,True,
NSA-bfd59a29-1103,/customer-support-outsourcing-roadmap-from-assessment-to-continuous-improvement,INS-0807,template-logo-reference,ai-marketing,replace-before-launch,False,Must be replaced with verified real evidence before launch.
NSA-42b25f6c-305246,/customer-support-outsourcing-use-cases-for-ecommerce-saas-and-service-businesses,INS-0808,hero-media,ai-marketing,production-candidate,True,
NSA-ec4fd15e-56077,/where-ai-and-automation-fit-into-customer-support-outsourcing,INS-0809,hero-media,ai-marketing,production-candidate,True,
NSA-3cb8e86b-187053,/when-should-a-business-invest-in-customer-support-outsourcing,INS-0810,hero-media,ai-marketing,production-candidate,True,
NSA-2c3fd5c0-9697,/omnichannel-customer-service-a-practical-guide-for-cx-teams,INS-0811,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-dd63ed78-28887,/how-to-implement-omnichannel-customer-service-without-disrupting-operations,INS-0812,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-6b187830-22603,/omnichannel-customer-service-implementation-checklist-people-process-technology-and-controls,INS-0813,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-2e12f4c4-24732,/10-omnichannel-customer-service-mistakes-that-increase-cost-risk-and-rework,INS-0814,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-b1869e44-28759,/how-to-measure-the-roi-of-omnichannel-customer-service,INS-0815,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-146351b8-835849,/omnichannel-customer-service-in-house-team-vs-managed-service,INS-0816,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-60eeda20-705506,/omnichannel-customer-service-roadmap-from-assessment-to-continuous-improvement,INS-0817,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-6e12a03c-666509,/omnichannel-customer-service-use-cases-for-ecommerce-saas-and-service-businesses,INS-0818,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-0c11b376-692620,/where-ai-and-automation-fit-into-omnichannel-customer-service,INS-0819,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-1a0b06d0-361477,/when-should-a-business-invest-in-omnichannel-customer-service,INS-0820,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-fd687b86-386283,/customer-service-ticketing-a-practical-guide-for-cx-teams,INS-0821,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-d82a8dcb-12285,/how-to-implement-customer-service-ticketing-without-disrupting-operations,INS-0822,editorial-avatar,ai-marketing,editorial-placeholder-only,False,Must be replaced with verified real evidence before launch.
NSA-b506f394-761682,/customer-service-ticketing-implementation-checklist-people-process-technology-and-controls,INS-0823,hero-media,ai-marketing,production-candidate,True,
NSA-8af50537-3148095,/10-customer-service-ticketing-mistakes-that-increase-cost-risk-and-rework,INS-0824,hero-media,ai-marketing,production-candidate,True,
NSA-b0c499ba-1341167,/how-to-measure-the-roi-of-customer-service-ticketing,INS-0825,hero-media,ai-marketing,production-candidate,True,
NSA-fc87c254-1902293,/customer-service-ticketing-in-house-team-vs-managed-service,INS-0826,hero-media,ai-marketing,production-candidate,True,
NSA-0279530a-1087067,/customer-service-ticketing-roadmap-from-assessment-to-continuous-improvement,INS-0827,hero-media,ai-marketing,production-candidate,True,
NSA-f9b57e3f-1067633,/customer-service-ticketing-use-cases-for-ecommerce-saas-and-service-businesses,INS-0828,hero-media,ai-marketing,production-candidate,True,
NSA-e64c1a24-974358,/where-ai-and-automation-fit-into-customer-service-ticketing,INS-0829,hero-media,ai-marketing,production-candidate,True,
NSA-60c174b4-955729,/when-should-a-business-invest-in-customer-service-ticketing,INS-0830,hero-media,ai-marketing,production-candidate,True,
NSA-b4a9f5a9-79179,/knowledge-base-management-a-practical-guide-for-cx-teams,INS-0831,hero-media,ai-marketing,production-candidate,True,
NSA-30069082-167112,/how-to-implement-knowledge-base-management-without-disrupting-operations,INS-0832,hero-media,ai-marketing,production-candidate,True,
NSA-77e9f650-103034,/knowledge-base-management-implementation-checklist-people-process-technology-and-controls,INS-0833,hero-media,ai-marketing,production-candidate,True,
NSA-68bbb434-1218779,/10-knowledge-base-management-mistakes-that-increase-cost-risk-and-rework,INS-0834,hero-media,ai-marketing,production-candidate,True,
NSA-5e27a60e-2254790,/how-to-measure-the-roi-of-knowledge-base-management,INS-0835,hero-media,ai-marketing,production-candidate,True,
NSA-0bc4f0b0-992298,/knowledge-base-management-in-house-team-vs-managed-service,INS-0836,hero-media,ai-marketing,production-candidate,True,
NSA-523c6659-933912,/knowledge-base-management-roadmap-from-assessment-to-continuous-improvement,INS-0837,hero-media,ai-marketing,production-candidate,True,
NSA-9ae25b09-1615075,/knowledge-base-management-use-cases-for-ecommerce-saas-and-service-businesses,INS-0838,hero-media,ai-marketing,production-candidate,True,
NSA-b39591be-847161,/where-ai-and-automation-fit-into-knowledge-base-management,INS-0839,hero-media,ai-marketing,production-candidate,True,
NSA-b618a39a-1045644,/when-should-a-business-invest-in-knowledge-base-management,INS-0840,hero-media,ai-marketing,production-candidate,True,
NSA-520a3840-841427,/customer-service-sla-a-practical-guide-for-cx-teams,INS-0841,hero-media,ai-marketing,production-candidate,True,
NSA-e5da11ef-1069024,/how-to-implement-customer-service-sla-without-disrupting-operations,INS-0842,hero-media,ai-marketing,production-candidate,True,
NSA-ef7552ae-1075294,/customer-service-sla-implementation-checklist-people-process-technology-and-controls,INS-0843,hero-media,ai-marketing,production-candidate,True,
NSA-5c121108-1106731,/10-customer-service-sla-mistakes-that-increase-cost-risk-and-rework,INS-0844,hero-media,ai-marketing,production-candidate,True,
NSA-210f621d-941703,/how-to-measure-the-roi-of-customer-service-sla,INS-0845,hero-media,ai-marketing,production-candidate,True,
NSA-3c9aa6fb-809620,/customer-service-sla-in-house-team-vs-managed-service,INS-0846,hero-media,ai-marketing,production-candidate,True,
NSA-6141c9dd-1028702,/customer-service-sla-roadmap-from-assessment-to-continuous-improvement,INS-0847,hero-media,ai-marketing,production-candidate,True,
NSA-ce811441-326680,/customer-service-sla-use-cases-for-ecommerce-saas-and-service-businesses,INS-0848,hero-media,ai-marketing,production-candidate,True,
NSA-04a5be69-988553,/where-ai-and-automation-fit-into-customer-service-sla,INS-0849,hero-media,ai-marketing,production-candidate,True,
NSA-717ffd19-925794,/when-should-a-business-invest-in-customer-service-sla,INS-0850,hero-media,ai-marketing,production-candidate,True,
NSA-e1a5ca6c-889287,/complaint-management-a-practical-guide-for-cx-teams,INS-0851,hero-media,ai-marketing,production-candidate,True,
NSA-23166b67-24649,/how-to-implement-complaint-management-without-disrupting-operations,INS-0852,hero-media,ai-marketing,production-candidate,True,
NSA-e5b67df5-745543,/complaint-management-implementation-checklist-people-process-technology-and-controls,INS-0853,hero-media,ai-marketing,production-candidate,True,
NSA-85748255-109993,/10-complaint-management-mistakes-that-increase-cost-risk-and-rework,INS-0854,hero-media,ai-marketing,production-candidate,True,
NSA-2355a5aa-75595,/how-to-measure-the-roi-of-complaint-management,INS-0855,hero-media,ai-marketing,production-candidate,True,
NSA-224a3b3f-313895,/complaint-management-in-house-team-vs-managed-service,INS-0856,hero-media,ai-marketing,production-candidate,True,
NSA-c18ead82-198089,/complaint-management-roadmap-from-assessment-to-continuous-improvement,INS-0857,hero-media,ai-marketing,production-candidate,True,
NSA-aee46e0e-215526,/complaint-management-use-cases-for-ecommerce-saas-and-service-businesses,INS-0858,hero-media,ai-marketing,production-candidate,True,
NSA-1c9a2646-15960,/where-ai-and-automation-fit-into-complaint-management,INS-0859,hero-media,ai-marketing,production-candidate,True,
NSA-121a4015-1079689,/when-should-a-business-invest-in-complaint-management,INS-0860,hero-media,ai-marketing,production-candidate,True,
NSA-5d5a96e5-118632,/customer-onboarding-a-practical-guide-for-cx-teams,INS-0861,hero-media,ai-marketing,production-candidate,True,
NSA-05c60d22-2860615,/how-to-implement-customer-onboarding-without-disrupting-operations,INS-0862,hero-media,ai-marketing,production-candidate,True,
NSA-643f2cd4-4878594,/customer-onboarding-implementation-checklist-people-process-technology-and-controls,INS-0863,hero-media,ai-marketing,production-candidate,True,
NSA-77350f33-2792123,/10-customer-onboarding-mistakes-that-increase-cost-risk-and-rework,INS-0864,hero-media,ai-marketing,production-candidate,True,
NSA-e4b223bc-1472359,/how-to-measure-the-roi-of-customer-onboarding,INS-0865,hero-media,ai-marketing,production-candidate,True,
NSA-e11ec500-2022752,/customer-onboarding-in-house-team-vs-managed-service,INS-0866,hero-media,ai-marketing,production-candidate,True,
NSA-0b1bfe86-2403554,/customer-onboarding-roadmap-from-assessment-to-continuous-improvement,INS-0867,hero-media,ai-marketing,production-candidate,True,
NSA-64f9a488-2584853,/customer-onboarding-use-cases-for-ecommerce-saas-and-service-businesses,INS-0868,hero-media,ai-marketing,production-candidate,True,
NSA-42d95e14-1021625,/where-ai-and-automation-fit-into-customer-onboarding,INS-0869,hero-media,ai-marketing,production-candidate,True,
NSA-1bf27e77-2422105,/when-should-a-business-invest-in-customer-onboarding,INS-0870,hero-media,ai-marketing,production-candidate,True,
NSA-457452d1-556096,/customer-retention-operations-a-practical-guide-for-cx-teams,INS-0871,hero-media,ai-marketing,production-candidate,True,
NSA-597ccfbc-1315157,/how-to-implement-customer-retention-operations-without-disrupting-operations,INS-0872,hero-media,ai-marketing,production-candidate,True,
NSA-a0d3b5d9-1008696,/customer-retention-operations-implementation-checklist-people-process-technology-and-controls,INS-0873,hero-media,ai-marketing,production-candidate,True,
NSA-7f943f37-1146612,/10-customer-retention-operations-mistakes-that-increase-cost-risk-and-rework,INS-0874,hero-media,ai-marketing,production-candidate,True,
NSA-19bfade7-1592787,/how-to-measure-the-roi-of-customer-retention-operations,INS-0875,hero-media,ai-marketing,production-candidate,True,
NSA-0af3e225-1320572,/customer-retention-operations-in-house-team-vs-managed-service,INS-0876,hero-media,ai-marketing,production-candidate,True,
NSA-f7e3fde1-1380812,/customer-retention-operations-roadmap-from-assessment-to-continuous-improvement,INS-0877,hero-media,ai-marketing,production-candidate,True,
NSA-455447b1-1371559,/customer-retention-operations-use-cases-for-ecommerce-saas-and-service-businesses,INS-0878,hero-media,ai-marketing,production-candidate,True,
